time,CO2,temp,hum_in,tem_in,tem_out,Dew Point,hum_out,Wind,Speed,Gust,Pressure,Precip. Rate.,Precip. Accum.,UV,Solar
05/07/2021 20:25,404.5,27.68,51.09,81.824,60,54.2 °F,81,SE,4.5,4.7 mph,29.71 in,0.09 in,0.06 in,0,8.8 w/m²
05/07/2021 20:30,410.7,27.6,50.45,81.68,59.9,54.3 °F,82,SE,5.4,5.8 mph,29.70 in,0.09 in,0.06 in,0,6.3 w/m²
05/07/2021 20:35,421.8,27.5,50.49,81.5,59.6,54.3 °F,83,SE,4.8,5.2 mph,29.70 in,0.09 in,0.06 in,0,4.5 w/m²
05/07/2021 20:40,429.5,27.5,50.51,81.5,59.5,54.4 °F,83,SSE,3.4,3.6 mph,29.70 in,0.00 in,0.06 in,0,4.7 w/m²
05/07/2021 20:45,444.5,27.46,50.75,81.428,59.6,54.4 °F,83,South,3.5,3.8 mph,29.70 in,0.00 in,0.06 in,0,3.3 w/m²
05/07/2021 20:50,488.1,27.59,51.98,81.662,59.8,54.7 °F,83,SSE,3.7,4.0 mph,29.71 in,0.00 in,0.06 in,0,1.7 w/m²
05/07/2021 20:55,535.5,27.81,51.95,82.058,59.7,55.0 °F,85,SE,4.5,4.8 mph,29.71 in,0.09 in,0.07 in,0,1.1 w/m²
05/07/2021 21:00,595.9,28.05,52.07,82.49,59.3,55.0 °F,86,SE,4.8,5.1 mph,29.71 in,0.09 in,0.07 in,0,1.3 w/m²
05/07/2021 21:05,653.9,28.23,52.25,82.814,58.9,54.8 °F,87,SSE,4.3,4.6 mph,29.71 in,0.09 in,0.07 in,0,1.1 w/m²
05/07/2021 21:10,705.3,28.37,52.46,83.066,58.7,54.9 °F,87,SE,4.4,4.7 mph,29.70 in,0.00 in,0.07 in,0,1.2 w/m²
05/07/2021 21:15,755.1,28.5,52.65,83.3,58.6,54.9 °F,87,SSE,4.1,4.3 mph,29.70 in,0.00 in,0.07 in,0,1.4 w/m²
05/07/2021 21:20,808.3,28.59,52.87,83.462,58.5,55.1 °F,88,SE,3,3.2 mph,29.69 in,0.00 in,0.07 in,0,1.3 w/m²
05/07/2021 21:25,865,28.6,53,83.48,58.4,55.2 °F,89,SSE,4.6,5.0 mph,29.69 in,0.00 in,0.07 in,0,0.5 w/m²
05/07/2021 21:30,925.6,28.61,53.26,83.498,58.4,55.2 °F,89,SSE,2.8,2.9 mph,29.69 in,0.00 in,0.07 in,0,0.3 w/m²
05/07/2021 21:35,996,28.67,53.62,83.606,58.5,55.4 °F,89,SE,3.5,3.8 mph,29.69 in,0.00 in,0.07 in,0,0.2 w/m²
05/07/2021 21:40,1066.555556,28.68888889,53.94444444,83.64,58.4,55.5 °F,90,SE,3,3.2 mph,29.68 in,0.09 in,0.09 in,0,0 w/m²
05/07/2021 21:45,1107.5,28.7,54.35,83.66,58.4,55.5 °F,90,SE,4.5,4.7 mph,29.68 in,0.09 in,0.09 in,0,0 w/m²
05/07/2021 21:50,1150,28.7,54.63,83.66,58.4,55.5 °F,90,SSE,4.9,5.3 mph,29.67 in,0.09 in,0.09 in,0,0 w/m²
05/07/2021 21:55,1204.5,28.71,54.89,83.678,58.6,55.5 °F,89,South,4.3,4.5 mph,29.67 in,0.00 in,0.09 in,0,0 w/m²
