time,CO2,temp,hum_in,tem_in,tem_out,Dew Point,hum_out,Wind,Speed,Gust,Pressure,Precip. Rate.,Precip. Accum.,UV,Solar
02/07/2021 22:25,789,28.6,53.59,83.48,69,56.3 °F,64,SSW,2,2.0 mph,30.09 in,0.00 in,0.00 in,0,0 w/m²
02/07/2021 22:30,818.4,28.66,54.28,83.588,69,56.2 °F,64,WSW,2.2,2.3 mph,30.09 in,0.00 in,0.00 in,0,0 w/m²
02/07/2021 22:35,891.2,28.72,55.04,83.696,68.9,56.0 °F,63,South,2.1,2.1 mph,30.08 in,0.00 in,0.00 in,0,0 w/m²
02/07/2021 22:40,974.2,28.79,55.57,83.822,68.9,56.1 °F,63,SSW,1.2,1.2 mph,30.08 in,0.00 in,0.00 in,0,0 w/m²
02/07/2021 22:45,1058.1,28.82,56.02,83.876,68.9,56.0 °F,63,SSW,1.5,1.5 mph,30.08 in,0.00 in,0.00 in,0,0 w/m²
02/07/2021 22:50,1120.4,28.88,56.41,83.984,68.9,55.9 °F,63,South,3,3.2 mph,30.08 in,0.00 in,0.00 in,0,0 w/m²
02/07/2021 22:55,1186.8,28.9,56.87,84.02,68.8,56.0 °F,63,South,3.2,3.4 mph,30.08 in,0.00 in,0.00 in,0,0 w/m²
02/07/2021 23:00,1252.1,28.9,57.24,84.02,68.5,56.0 °F,64,South,3.4,3.6 mph,30.08 in,0.00 in,0.00 in,0,0 w/m²
02/07/2021 23:05,1290.5,28.9,57.4,84.02,68.5,56.1 °F,64,South,3.1,3.3 mph,30.08 in,0.00 in,0.00 in,0,0 w/m²
02/07/2021 23:10,1336.1,28.9,57.66,84.02,68.6,56.0 °F,64,SSW,2.8,2.9 mph,30.08 in,0.00 in,0.00 in,0,0 w/m²
02/07/2021 23:15,1388.4,28.91,57.94,84.038,68.5,56.3 °F,65,SSW,2.5,2.6 mph,30.08 in,0.00 in,0.00 in,0,0 w/m²
02/07/2021 23:20,1448.8,28.93,58.27,84.074,68.3,56.4 °F,66,SSW,2.2,2.3 mph,30.07 in,0.00 in,0.00 in,0,0 w/m²
02/07/2021 23:25,1511.6,29,58.68,84.2,68.2,56.6 °F,67,SW,3,3.1 mph,30.08 in,0.00 in,0.00 in,0,0 w/m²
02/07/2021 23:30,1564.5,29,58.84,84.2,68,56.3 °F,67,SW,2,2.0 mph,30.08 in,0.00 in,0.00 in,0,0 w/m²
02/07/2021 23:35,1604.6,29,59.03,84.2,68,56.1 °F,66,SSW,2.1,2.1 mph,30.08 in,0.00 in,0.00 in,0,0 w/m²
02/07/2021 23:40,1651.7,29,59.29,84.2,68,55.7 °F,65,SSW,1.7,1.7 mph,30.07 in,0.00 in,0.00 in,0,0 w/m²
02/07/2021 23:45,1676.2,29,59.41,84.2,68,55.7 °F,65,SW,1.8,1.8 mph,30.08 in,0.00 in,0.00 in,0,0 w/m²
02/07/2021 23:50,1711.9,29,59.59,84.2,68,54.9 °F,63,SSE,2.8,2.9 mph,30.07 in,0.00 in,0.00 in,0,0 w/m²
02/07/2021 23:55,1746.8,28.97,59.69,84.146,67.8,54.6 °F,63,South,1.9,1.9 mph,30.07 in,0.00 in,0.00 in,0,0 w/m²
03/07/2021 00:00,1773.6,28.92,59.76,84.056,67.8,54.4 °F,62,SSE,2.4,2.5 mph,30.07 in,0.00 in,0.00 in,0,0 w/m²
03/07/2021 00:05,1802.1,28.9,59.82,84.02,68,54.6 °F,62,South,1,1.1 mph,30.07 in,0.00 in,0.00 in,0,0 w/m²
03/07/2021 00:10,1840.6,28.9,60.04,84.02,68,54.6 °F,62,SSE,2,2.0 mph,30.08 in,0.00 in,0.00 in,0,0 w/m²
